,clust,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
8541,3,California,8295.977271,No,Basic,Master,2/23/11,Employed,M,73556,Urban,Divorced,104.0,31,4,0.0,8.5,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize
8542,0,California,9344.431622,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,64.0,25,96,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,307.2,Two-Door Car,Medsize
8543,0,California,5081.741975999999,No,Basic,High School or Below,4/2/2011,Unemployed,F,0,Rural,Married,69.0,17,76,0.0,7.0,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,Medsize
8544,1,California,5363.531017,No,Basic,Bachelor,1/20/11,Employed,F,43879,Urban,Single,69.0,19,60,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Branch,242.133552,Four-Door Car,Medsize
8545,2,California,2429.600516,No,Basic,High School or Below,1/28/11,Employed,F,23941,Suburban,Married,61.0,12,1,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Agent,292.8,Four-Door Car,Medsize
8546,0,California,7183.071115000001,No,Basic,Bachelor,9/1/2011,Medical Leave,M,14390,Suburban,Single,65.0,16,4,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,402.778867,Four-Door Car,Medsize
8547,2,California,5376.887320000001,No,Basic,College,2/23/11,Employed,M,30039,Suburban,Single,70.0,21,52,0.0,8.5,Corporate Auto,Corporate L3,Offer3,Agent,498.612632,Four-Door Car,Medsize
8548,2,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63.0,32,19,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
8549,2,California,7079.170237,No,Extended,College,2/28/11,Employed,F,24450,Urban,Married,90.0,4,65,0.0,4.0,Personal Auto,Personal L2,Offer3,Agent,250.95909300000002,Four-Door Car,Medsize
8550,0,California,2415.83485,No,Basic,High School or Below,3/2/2011,Unemployed,F,0,Suburban,Married,64.0,26,17,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,360.217299,Four-Door Car,Large
8551,3,California,8193.160528,No,Basic,College,2/26/11,Employed,M,89219,Suburban,Single,73.0,12,9,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize
8552,0,California,6952.651187,No,Basic,College,1/16/11,Unemployed,F,0,Suburban,Single,73.0,2,38,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize
8553,0,California,7465.980556,No,Basic,High School or Below,2/16/11,Unemployed,M,0,Suburban,Single,109.0,4,33,0.0,8.0,Personal Auto,Personal L3,Offer3,Branch,784.8,SUV,Medsize
8554,2,California,13220.80421,No,Basic,College,1/20/11,Disabled,M,29504,Suburban,Married,117.0,24,90,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,809.039071,SUV,Medsize
8555,0,California,4014.9185,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,113.0,35,29,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,1305.2754320000001,SUV,Medsize
8556,1,California,8744.727173000001,No,Basic,Bachelor,10/2/2011,Employed,M,61706,Rural,Married,110.0,6,71,0.0,7.0,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,Small
8557,3,California,5948.988960000001,No,Premium,High School or Below,2/20/11,Employed,F,88122,Suburban,Married,148.0,15,10,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,840.231575,SUV,Medsize
8558,2,California,5520.149969,No,Basic,Bachelor,1/16/11,Employed,F,26129,Suburban,Divorced,70.0,4,38,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize
8559,2,California,5040.775434,No,Basic,Bachelor,1/31/11,Disabled,F,22350,Suburban,Married,66.0,9,3,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large
8560,0,California,5654.5930450000005,No,Extended,Bachelor,4/1/2011,Unemployed,F,0,Suburban,Single,83.0,0,12,0.0,7.0,Personal Auto,Personal L2,Offer3,Call Center,597.6,Four-Door Car,Medsize
8561,2,California,8896.500265,No,Basic,High School or Below,1/21/11,Employed,F,26201,Rural,Married,112.0,4,48,0.0,8.0,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small
8562,0,California,8715.945469,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,84.0,33,20,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize
8563,0,California,7868.808884,No,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Married,107.0,28,14,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,Small
8564,2,California,6878.008403,No,Extended,High School or Below,5/2/2011,Employed,M,39020,Suburban,Married,87.0,0,4,0.0,5.0,Corporate Auto,Corporate L1,Offer3,Agent,485.01384,Four-Door Car,Small
8565,1,California,6411.675304,No,Extended,Bachelor,8/2/2011,Employed,F,47606,Suburban,Divorced,81.0,24,50,0.0,4.0,Personal Auto,Personal L3,Offer3,Agent,388.8,Two-Door Car,Small
8566,2,California,10144.3094,No,Extended,College,1/29/11,Medical Leave,F,27231,Suburban,Married,88.0,0,7,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize
8567,2,California,8575.961718999999,No,Extended,College,10/2/2011,Employed,F,39946,Suburban,Divorced,170.5,23,99,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small
8568,3,California,4510.542608,No,Basic,College,4/2/2011,Employed,M,84300,Rural,Married,111.0,13,0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,202.22495,SUV,Medsize
8569,2,California,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94.0,14,38,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,19.575682999999998,Two-Door Car,Large
8570,1,California,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68.0,31,30,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small
8571,0,California,7164.011997,No,Basic,High School or Below,10/2/2011,Unemployed,M,0,Suburban,Single,108.0,19,97,0.0,8.5,Corporate Auto,Corporate L3,Offer1,Agent,1260.4561939999999,SUV,Large
8572,3,California,13265.510390000001,No,Basic,Bachelor,9/1/2011,Employed,F,99617,Rural,Married,109.0,1,62,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize
8573,2,California,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66.0,15,66,0.0,8.0,Personal Auto,Personal L2,Offer1,Agent,456.70273499999996,Two-Door Car,Medsize
8574,2,California,4556.068318,No,Basic,Bachelor,2/14/11,Medical Leave,M,25617,Suburban,Divorced,63.0,22,3,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,302.4,Two-Door Car,Medsize
8575,3,California,2751.250209,No,Basic,High School or Below,2/20/11,Employed,M,86788,Suburban,Single,70.0,32,68,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Medsize
8576,2,California,2914.09461,No,Extended,High School or Below,1/25/11,Disabled,M,28523,Suburban,Married,77.0,15,12,0.0,1.0,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large
8577,2,California,5824.767025,No,Basic,Bachelor,2/20/11,Employed,F,38492,Urban,Married,72.0,27,34,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize
8578,3,California,5755.18214,No,Basic,High School or Below,1/26/11,Employed,F,97657,Rural,Married,71.0,2,19,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,107.325235,Two-Door Car,Medsize
8579,1,California,2424.6907760000004,No,Basic,Master,1/29/11,Employed,M,49008,Suburban,Married,61.0,11,74,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,292.8,Four-Door Car,Medsize
8580,3,California,5138.244998,No,Basic,Bachelor,8/1/2011,Employed,F,72264,Urban,Married,64.0,2,66,0.0,8.5,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize
8581,2,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76.0,15,60,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize
8582,1,California,6106.468745,No,Premium,High School or Below,4/1/2011,Employed,F,60234,Rural,Married,152.0,14,98,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize
8583,3,California,3329.887725,No,Extended,Bachelor,2/17/11,Employed,M,75556,Suburban,Married,84.0,24,78,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small
8584,3,California,16414.039911750002,No,Extended,Bachelor,2/24/11,Employed,F,98710,Urban,Married,123.0,21,42,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,Medsize
8585,1,California,5095.365993,No,Basic,Bachelor,1/27/11,Employed,F,69461,Rural,Single,64.0,7,61,0.0,6.0,Personal Auto,Personal L2,Offer3,Branch,101.417253,Two-Door Car,Large
8586,0,California,4471.747875999999,No,Basic,High School or Below,2/26/11,Unemployed,M,0,Suburban,Single,68.0,35,98,0.0,8.5,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize
8587,0,California,8773.507548,No,Extended,High School or Below,6/2/2011,Unemployed,M,0,Suburban,Single,87.0,24,53,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,626.4,Four-Door Car,Medsize
8588,3,California,10351.37265,No,Extended,College,7/1/2011,Employed,F,73895,Suburban,Married,129.0,2,31,0.0,7.0,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize
8589,2,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101.0,3,43,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize
8590,3,California,8201.330033,No,Basic,Master,12/2/2011,Employed,F,81785,Suburban,Divorced,67.0,12,44,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large
8591,2,California,2248.4496329999997,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63.0,7,63,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
8592,2,California,5205.024842,No,Basic,Bachelor,1/14/11,Employed,M,32946,Suburban,Married,66.0,13,7,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small
8593,3,California,15306.13396,No,Basic,High School or Below,6/2/2011,Employed,F,83868,Rural,Married,170.5,30,91,0.0,7.0,Corporate Auto,Corporate L2,Offer1,Agent,134.836237,Luxury Car,Medsize
8594,0,California,8002.308333,Yes,Basic,College,11/1/2011,Unemployed,F,0,Suburban,Married,107.0,3,65,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize
8595,0,California,4553.185557,No,Extended,High School or Below,10/2/2011,Unemployed,M,0,Suburban,Married,124.0,1,43,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,714.494746,SUV,Medsize
8596,2,California,5354.365535,No,Basic,High School or Below,2/16/11,Disabled,F,17099,Suburban,Married,69.0,13,28,0.0,8.5,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small
8597,0,California,7449.855125,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,170.5,7,82,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,1483.2,Luxury SUV,Large
8598,2,California,3112.049841,No,Extended,College,2/24/11,Employed,M,33046,Rural,Married,79.0,14,26,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize
8599,0,California,4386.277558,Yes,Basic,College,11/2/2011,Retired,M,10621,Suburban,Single,67.0,28,22,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
8600,2,California,4865.848218,No,Basic,Bachelor,2/19/11,Employed,M,21498,Suburban,Married,63.0,23,72,0.0,8.5,Corporate Auto,Corporate L1,Offer2,Agent,302.4,Four-Door Car,Medsize
8601,0,California,6993.380587999999,No,Basic,Bachelor,2/21/11,Unemployed,M,0,Suburban,Single,66.0,7,59,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,439.70111799999995,Four-Door Car,Medsize
8602,2,California,5860.48309,No,Basic,Bachelor,2/25/11,Employed,F,36889,Urban,Married,74.0,24,82,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,192.186026,Four-Door Car,Medsize
8603,1,California,9115.57169,No,Basic,Bachelor,2/15/11,Employed,F,69588,Rural,Married,114.0,19,45,0.0,6.0,Personal Auto,Personal L1,Offer1,Branch,173.080024,SUV,Medsize
8604,2,California,5300.686393999999,No,Basic,Master,2/16/11,Disabled,M,26585,Urban,Married,69.0,26,23,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Call Center,308.65119500000003,Four-Door Car,Large
8605,0,California,3630.269217,No,Basic,Bachelor,2/16/11,Unemployed,F,0,Suburban,Single,101.0,34,53,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Web,727.2,SUV,Small
8606,3,California,8819.018934,Yes,Basic,High School or Below,10/1/2011,Employed,M,99845,Suburban,Married,110.0,23,25,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize
8607,1,California,5389.499465,Yes,Extended,College,7/1/2011,Employed,M,66429,Rural,Married,136.0,35,93,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,57.712984999999996,Sports Car,Medsize
8608,0,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101.0,1,83,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large
8609,1,California,2435.321545,No,Basic,College,2/17/11,Employed,F,43721,Suburban,Married,61.0,5,84,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small
8610,1,California,8754.233404,No,Basic,High School or Below,6/2/2011,Employed,M,51209,Rural,Married,109.0,35,3,0.0,6.0,Personal Auto,Personal L3,Offer1,Call Center,39.49793,SUV,Medsize
8611,3,California,2628.5630960000003,No,Basic,College,1/21/11,Employed,F,84498,Urban,Married,65.0,18,83,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,255.21004900000003,Four-Door Car,Medsize
8612,0,California,6669.184698,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Suburban,Married,65.0,30,5,0.0,2.0,Corporate Auto,Corporate L1,Offer3,Agent,312.0,Four-Door Car,Medsize
8613,1,California,6765.800531999999,No,Extended,College,2/24/11,Employed,M,59034,Urban,Married,85.0,0,85,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,378.75257999999997,Four-Door Car,Medsize
8614,0,California,10013.77995,No,Extended,Bachelor,8/2/2011,Unemployed,F,0,Suburban,Married,135.0,26,38,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,773.690268,Sports Car,Medsize
8615,3,California,11288.172040000001,No,Basic,College,1/31/11,Employed,F,96399,Urban,Married,70.0,1,28,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,307.89535,Four-Door Car,Medsize
8616,1,California,4686.469674,Yes,Basic,College,12/2/2011,Employed,M,58089,Suburban,Married,118.0,31,83,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize
8617,0,California,7131.731291,No,Basic,High School or Below,10/1/2011,Unemployed,M,0,Suburban,Single,103.0,29,58,0.0,3.0,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small
8618,1,California,9051.712161,No,Premium,Master,12/1/2011,Employed,M,60964,Urban,Married,113.0,21,16,0.0,4.0,Personal Auto,Personal L2,Offer3,Agent,327.723713,Four-Door Car,Medsize
8619,1,California,5306.162741,No,Basic,College,2/24/11,Employed,M,42871,Suburban,Married,67.0,2,13,0.0,6.0,Corporate Auto,Corporate L3,Offer3,Web,321.6,Four-Door Car,Small
8620,2,California,5133.635886,No,Basic,College,2/27/11,Employed,M,38795,Rural,Married,65.0,23,64,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,98.354737,Four-Door Car,Medsize
8621,0,California,11124.60499,No,Premium,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,112.0,25,69,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,806.4,Two-Door Car,Small
8622,1,California,7285.103913,No,Extended,Master,9/1/2011,Employed,M,57134,Suburban,Married,91.0,6,6,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,436.8,Two-Door Car,Medsize
8623,2,California,14627.928069999998,No,Extended,College,2/19/11,Employed,F,40711,Suburban,Married,121.0,12,38,0.0,2.0,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize
8624,2,California,16414.039911750002,No,Basic,College,9/2/2011,Employed,M,26334,Suburban,Married,63.0,3,73,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Branch,453.6,Two-Door Car,Small
8625,2,California,4298.378567,No,Basic,Bachelor,2/17/11,Employed,F,31414,Suburban,Married,116.0,0,68,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,556.8,SUV,Medsize
8626,3,California,5018.894421,No,Basic,Doctor,6/2/2011,Employed,F,74423,Rural,Married,62.0,31,10,0.0,5.0,Personal Auto,Personal L2,Offer2,Agent,50.800186,Four-Door Car,Medsize
8627,0,California,7200.664876999999,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66.0,16,77,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize
8628,0,California,9591.028253,No,Extended,Bachelor,3/1/2011,Unemployed,F,0,Rural,Married,128.0,23,27,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Call Center,150.952506,SUV,Medsize
8629,2,California,3240.667531,No,Extended,High School or Below,2/21/11,Employed,F,30646,Rural,Married,81.0,26,26,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,128.57791,Four-Door Car,Medsize
8630,0,California,8906.50609,No,Basic,High School or Below,2/2/2011,Unemployed,F,0,Suburban,Single,118.0,28,33,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,566.4,SUV,Medsize
8631,2,California,2499.036551,No,Basic,Master,1/27/11,Employed,F,28264,Suburban,Divorced,63.0,22,9,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small
8632,0,California,8167.992322,No,Premium,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,117.0,5,27,0.0,6.0,Personal Auto,Personal L2,Offer1,Call Center,842.4,Two-Door Car,Medsize
8633,0,California,5811.61185,No,Extended,College,1/24/11,Unemployed,F,0,Urban,Married,79.0,10,22,0.0,8.0,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize
8634,3,California,16414.039911750002,No,Basic,College,2/22/11,Employed,F,70187,Suburban,Married,117.0,4,61,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,632.16097,Sports Car,Medsize
8635,2,California,5260.623466,No,Basic,Bachelor,1/1/2011,Employed,F,31006,Suburban,Divorced,67.0,20,16,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize
8636,0,California,8869.631143,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Married,119.0,12,57,0.0,4.0,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize
8637,0,California,2878.846941,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Single,85.0,33,69,0.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,612.0,Four-Door Car,Large
8638,2,California,2810.957053,No,Basic,High School or Below,11/2/2011,Employed,M,20371,Suburban,Married,71.0,19,14,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize
8639,2,California,2701.0397190000003,No,Basic,College,2/19/11,Employed,F,39141,Suburban,Married,68.0,22,7,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,402.456296,Four-Door Car,Small
8640,0,California,2449.5800480000003,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,69.0,20,44,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Branch,496.8,Four-Door Car,Large
8641,3,California,9445.925985,No,Extended,College,10/1/2011,Employed,M,76837,Rural,Divorced,78.0,2,12,0.0,2.0,Corporate Auto,Corporate L2,Offer4,Call Center,23.788022,Four-Door Car,Small
8642,0,California,4414.577688,No,Basic,High School or Below,9/1/2011,Unemployed,F,0,Suburban,Single,61.0,23,46,0.0,7.0,Personal Auto,Personal L2,Offer3,Agent,643.877067,Four-Door Car,Medsize
8643,0,California,6785.536334,No,Premium,Bachelor,2/25/11,Unemployed,F,0,Suburban,Single,170.5,6,22,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,1439.676002,Sports Car,Small
8644,2,California,3600.9343259999996,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101.0,7,54,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize
8645,0,California,7452.9391909999995,No,Basic,Bachelor,4/1/2011,Unemployed,F,0,Suburban,Single,106.0,5,32,0.0,4.0,Personal Auto,Personal L2,Offer1,Web,763.2,SUV,Medsize
8646,2,California,12723.15311,No,Basic,Master,1/20/11,Employed,M,34665,Suburban,Married,64.0,29,58,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,450.85947999999996,Two-Door Car,Small
8647,2,California,4312.642503,No,Basic,Master,3/1/2011,Disabled,F,25404,Suburban,Divorced,112.0,16,4,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,578.1752339999999,SUV,Medsize
8648,2,California,12148.94098,No,Basic,High School or Below,5/1/2011,Employed,F,37025,Urban,Married,101.0,15,36,0.0,2.0,Corporate Auto,Corporate L1,Offer3,Branch,427.243803,SUV,Medsize
8649,0,California,3549.747466,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,100.0,27,32,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize
8650,2,California,6153.394838,No,Premium,High School or Below,1/19/11,Disabled,F,23939,Suburban,Married,160.0,33,78,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,768.0,SUV,Medsize
8651,3,California,6272.416823,No,Extended,College,4/2/2011,Employed,M,76673,Rural,Divorced,80.0,2,59,0.0,4.0,Personal Auto,Personal L1,Offer1,Branch,56.08210699999999,Four-Door Car,Medsize
8652,1,California,2851.161121,No,Basic,High School or Below,10/2/2011,Employed,F,55274,Suburban,Married,71.0,14,35,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,484.728153,Two-Door Car,Medsize
8653,2,California,6781.125672,No,Extended,College,1/20/11,Employed,F,30324,Rural,Divorced,86.0,15,67,0.0,8.0,Corporate Auto,Corporate L2,Offer1,Call Center,143.943749,Four-Door Car,Medsize
8654,2,California,4985.239225,No,Basic,College,10/1/2011,Employed,F,31702,Suburban,Married,63.0,13,3,0.0,7.0,Personal Auto,Personal L2,Offer1,Web,302.4,Four-Door Car,Medsize
8655,0,California,6725.043747,No,Extended,College,2/21/11,Unemployed,F,0,Suburban,Single,95.0,15,8,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Agent,684.0,Four-Door Car,Medsize
8656,3,California,16414.039911750002,No,Extended,Bachelor,1/21/11,Employed,M,70908,Urban,Divorced,132.0,0,71,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,521.444011,SUV,Medsize
8657,3,California,5838.89915,Yes,Basic,High School or Below,6/1/2011,Employed,M,81082,Urban,Married,73.0,5,85,0.0,4.0,Personal Auto,Personal L2,Offer2,Agent,281.29590299999995,Four-Door Car,Large
8658,2,California,12206.89208,No,Premium,College,9/1/2011,Disabled,F,17705,Suburban,Married,108.0,7,19,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,668.73901,Two-Door Car,Medsize
8659,3,California,14196.96535,No,Basic,High School or Below,6/1/2011,Employed,F,77738,Urban,Married,118.0,18,47,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,463.45735199999996,SUV,Small
8660,0,California,2670.797821,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,72.0,18,41,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Web,366.27722400000005,Four-Door Car,Medsize
8661,3,California,8033.910862000001,No,Basic,College,1/30/11,Employed,F,70311,Suburban,Married,66.0,18,15,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medsize
8662,1,California,9685.542977,No,Extended,Bachelor,2/22/11,Employed,F,66022,Rural,Married,170.5,17,80,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,538.2295019999999,Luxury Car,Medsize
8663,3,California,16414.039911750002,No,Basic,High School or Below,9/1/2011,Employed,M,74140,Suburban,Married,101.0,31,23,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medsize
8664,3,California,10453.2558,No,Extended,Bachelor,1/22/11,Employed,F,73604,Urban,Divorced,88.0,12,75,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Agent,398.19284,Two-Door Car,Medsize
8665,2,California,5406.694854,No,Basic,College,1/14/11,Medical Leave,M,21855,Suburban,Married,74.0,21,49,0.0,6.0,Corporate Auto,Corporate L2,Offer1,Web,355.2,Four-Door Car,Medsize
8666,2,California,2671.166649,No,Basic,Master,1/26/11,Medical Leave,F,23305,Rural,Married,68.0,25,26,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize
8667,0,California,3531.348165,No,Extended,High School or Below,11/2/2011,Unemployed,M,0,Suburban,Single,98.0,23,46,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small
8668,0,California,4835.5695049999995,No,Basic,High School or Below,5/1/2011,Unemployed,M,0,Suburban,Single,71.0,11,71,0.0,6.0,Personal Auto,Personal L2,Offer3,Agent,511.2,Four-Door Car,Medsize
8669,1,California,13422.06378,No,Basic,College,5/2/2011,Employed,F,65024,Urban,Married,67.0,17,15,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,189.869329,Four-Door Car,Medsize
8670,2,California,2424.224662,No,Basic,Bachelor,1/13/11,Disabled,F,22590,Rural,Single,67.0,7,61,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,85.68352,Two-Door Car,Medsize
8671,0,California,2983.110414,No,Extended,College,1/16/11,Unemployed,M,0,Suburban,Single,91.0,3,57,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Small
8672,2,California,14723.407119999998,No,Extended,Master,1/13/11,Employed,F,38401,Suburban,Married,92.0,17,62,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize
8673,2,California,8438.463783,No,Basic,College,1/17/11,Disabled,M,25539,Suburban,Married,112.0,15,63,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,585.069825,SUV,Small
8674,1,California,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119.0,25,89,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
