,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
3126,2,23894.0,0.0,1,1,1,6000.0,3.0,0.0,0.0,2705,1
3127,1,110628.0,0.0,5,1,1,57626.25,13.0,0.0,0.0,2654,0
3128,0,10839.0,0.0,1,1,1,190.0,1.0,190.0,1.0,2341,0
3129,2,47513.0,0.0,3,1,1,19904.0,13.0,0.0,0.0,2516,1
3130,0,16321.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2710,0
3131,0,37550.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2579,0
3132,0,37936.0,0.0,2,1,1,6211.0,12.0,0.0,0.0,2719,0
3133,4,38061.0,0.0,3,1,1,34227.0,18.0,777.5,2.5,2649,1
3134,0,25934.0,0.0,1,1,1,370.0,3.0,0.0,0.0,2565,0
3135,3,54942.0,0.0,1,1,1,4200.0,10.0,777.5,2.5,2610,0
3136,4,139423.0,0.0,4,1,1,54152.0,25.0,500.0,2.5,2677,1
3137,4,203218.75,0.0,5,1,1,57626.25,32.0,600.0,2.0,2483,1
3138,2,98753.0,0.0,1,1,1,1475.0,5.0,0.0,0.0,2619,1
3139,0,25157.0,0.0,1,1,1,830.0,3.0,0.0,0.0,2732,0
3140,0,24134.0,0.0,1,1,1,1250.0,3.0,0.0,0.0,2390,0
3141,0,6628.0,0.0,1,1,1,2125.0,8.0,0.0,0.0,2539,0
3142,0,14504.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2329,0
3143,0,36665.0,0.0,1,1,1,3250.0,19.0,0.0,0.0,2951,0
3144,0,17481.0,0.0,1,1,1,1396.0,3.0,0.0,0.0,586,0
3145,0,33111.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2461,0
3146,1,89237.0,0.0,4,1,2,37668.0,18.0,0.0,0.0,2533,0
3147,2,93028.0,0.0,4,1,1,40887.0,22.0,0.0,0.0,2507,1
3148,1,89094.0,0.0,5,1,1,55865.0,13.0,0.0,0.0,2404,0
3149,2,11109.0,0.0,5,1,1,53627.0,13.0,0.0,0.0,2623,1
3150,0,14957.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2634,0
3151,0,17823.0,0.0,1,1,1,15323.0,8.0,0.0,0.0,1453,0
3152,0,8485.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2111,0
3153,1,56756.0,0.0,3,1,1,10851.0,14.0,0.0,0.0,2068,0
3154,1,99196.0,0.0,4,1,1,28334.0,16.0,0.0,0.0,2595,0
3155,0,21736.0,0.0,1,2,1,6672.0,10.0,0.0,0.0,2544,0
3156,2,11324.0,0.0,3,1,1,11082.0,11.0,0.0,0.0,2661,1
3157,3,60109.0,0.0,1,1,1,2300.0,6.0,777.5,2.5,2501,1
3158,3,129887.0,0.0,1,1,1,26810.0,10.0,777.5,2.5,2566,1
3159,0,18150.0,0.0,1,1,1,240.0,2.0,0.0,0.0,2538,0
3160,3,57432.0,0.0,2,1,1,13422.0,19.0,777.5,2.5,2546,1
3161,0,32659.0,0.0,1,1,1,3614.0,14.0,0.0,0.0,2553,0
3162,3,103203.0,0.0,1,1,1,3200.0,4.0,200.0,2.0,1556,1
3163,0,27122.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2630,0
3164,0,40252.0,0.0,1,1,1,1375.0,4.0,0.0,0.0,2565,0
3165,3,194816.0,0.0,1,1,1,20822.0,25.0,777.5,2.5,2424,1
3166,0,65460.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2493,0
3167,2,17863.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2028,1
3168,2,28443.0,0.0,4,1,1,53065.0,18.0,150.0,1.0,2462,1
3169,3,15655.0,0.0,1,1,1,2807.0,12.0,777.5,2.5,2476,1
3170,3,38307.0,0.0,1,1,1,1500.0,3.0,777.5,2.5,2151,0
3171,2,15135.0,0.0,3,1,1,13357.0,14.0,0.0,0.0,2579,1
3172,3,73601.0,0.0,2,1,1,12902.0,36.0,777.5,2.5,2624,0
3173,2,31489.0,0.0,3,1,1,21950.0,21.0,0.0,0.0,2216,1
3174,2,48852.0,0.0,1,1,1,1058.0,3.0,0.0,0.0,2278,1
3175,2,188883.0,0.0,1,1,1,5500.0,3.0,0.0,0.0,2613,1
3176,0,37212.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2455,0
3177,2,43285.0,0.0,1,1,1,745.0,3.0,0.0,0.0,2436,1
3178,0,10758.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1777,0
3179,0,40926.0,0.0,1,1,1,1725.0,7.0,0.0,0.0,2453,0
3180,2,10915.0,0.0,1,1,1,5455.0,15.0,0.0,0.0,2473,1
3181,0,38580.0,0.0,1,1,1,4337.0,7.0,0.0,0.0,2168,0
3182,3,26650.0,0.0,1,1,1,4652.0,11.0,777.5,2.5,1958,0
3183,3,25268.0,0.0,1,1,1,4566.0,8.0,777.5,2.5,2126,1
3184,0,9338.0,0.0,1,1,1,200.0,1.0,200.0,1.0,2371,0
3185,4,67070.0,0.0,4,1,1,34600.0,27.0,777.5,2.5,2416,1
3186,0,19382.0,0.0,1,1,1,195.0,2.0,0.0,0.0,2545,0
3187,0,25205.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2532,0
3188,0,9634.0,0.0,1,1,1,9634.0,5.0,0.0,0.0,2146,0
3189,3,18954.0,0.0,1,1,1,550.0,3.0,550.0,2.5,2465,0
3190,0,41279.0,0.0,2,1,1,8682.0,14.0,0.0,0.0,2241,0
3191,0,56624.0,0.0,1,2,1,12311.0,14.0,0.0,0.0,2491,0
3192,0,11021.0,0.0,1,1,1,115.0,2.0,0.0,0.0,2449,0
3193,2,4096.0,0.0,1,1,1,3802.0,8.0,0.0,0.0,2433,1
3194,2,5199.0,0.0,3,1,1,28100.0,16.0,0.0,0.0,2592,1
3195,0,41072.0,0.0,1,1,1,3751.0,15.0,0.0,0.0,2378,0
3196,3,83623.0,0.0,1,1,1,2692.0,6.0,777.5,2.5,2395,0
3197,2,15920.0,0.0,1,1,1,2500.0,1.0,0.0,0.0,2466,1
3198,0,50674.0,0.0,2,1,1,22073.0,12.0,0.0,0.0,1615,0
3199,1,55461.0,0.0,4,1,1,31658.0,17.0,500.0,2.0,2315,0
3200,0,93264.0,0.0,1,1,1,3250.0,19.0,0.0,0.0,2369,0
3201,1,115154.0,0.0,3,1,1,13466.0,17.0,500.0,1.0,2440,0
3202,0,24920.0,0.0,1,1,1,375.0,3.0,0.0,0.0,2067,0
3203,0,64924.0,0.0,1,3,1,14971.0,13.0,0.0,0.0,1989,0
3204,0,25210.0,0.0,1,1,1,14500.0,5.0,500.0,1.0,2138,0
3205,0,41247.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2407,0
3206,0,5929.0,0.0,1,1,1,168.0,7.0,0.0,0.0,2371,0
3207,0,14457.0,0.0,1,1,1,1875.0,8.0,0.0,0.0,2409,0
3208,2,29067.0,0.0,1,1,1,485.0,3.0,250.0,1.0,2147,1
3209,1,112164.0,0.0,3,1,1,16802.0,14.0,0.0,0.0,2188,0
3210,0,44764.0,0.0,2,1,1,5539.0,6.0,0.0,0.0,2081,0
3211,0,38997.0,0.0,1,1,1,5158.0,18.0,0.0,0.0,2399,0
3212,2,115215.0,0.0,2,1,1,5824.0,7.0,0.0,0.0,2096,1
3213,1,96714.0,0.0,3,1,1,17026.0,15.0,0.0,0.0,2185,0
3214,2,32988.0,0.0,4,1,1,49484.0,14.0,0.0,0.0,2161,1
3215,0,11552.0,0.0,1,1,1,0.0,0.0,0.0,0.0,481,0
3216,3,38739.0,0.0,1,1,1,3050.0,3.0,550.0,2.0,1976,0
3217,1,142989.0,0.0,4,1,1,26210.0,14.0,500.0,1.0,2340,0
3218,2,1724.0,0.0,3,1,1,27305.0,20.0,0.0,0.0,1784,1
3219,4,56395.0,0.0,5,1,1,57626.25,24.0,777.5,2.5,2344,1
3220,0,11845.0,0.0,1,1,1,625.0,2.0,0.0,0.0,2334,0
3221,3,46378.0,0.0,1,1,1,2358.0,5.0,777.5,2.5,1766,0
3222,0,85071.0,0.0,1,1,1,6600.0,4.0,0.0,0.0,2322,0
3223,3,53543.0,0.0,1,1,1,21183.0,11.0,563.0,2.0,1149,0
3224,0,33834.0,0.0,1,1,1,3920.0,12.0,0.0,0.0,1850,0
3225,2,36839.0,0.0,1,1,1,4436.0,6.0,0.0,0.0,2275,1
3226,0,42042.0,0.0,2,1,1,9846.0,14.0,0.0,0.0,1606,0
3227,0,72027.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2386,0
3228,0,2692.0,0.0,1,1,1,800.0,4.0,50.0,1.0,2447,0
3229,0,17818.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1709,0
3230,3,70927.0,0.0,1,1,1,12011.0,12.0,777.5,2.5,2096,1
3231,0,57622.0,0.0,1,1,1,1250.0,3.0,0.0,0.0,2337,0
3232,0,323.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1975,0
3233,0,33530.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1777,0
3234,0,16452.0,0.0,1,1,1,9181.0,5.0,0.0,0.0,2108,0
3235,4,203218.75,0.0,1,1,1,26161.0,38.0,777.5,2.5,2272,1
3236,4,55487.0,0.0,3,1,1,23123.0,19.0,777.5,2.5,1986,1
3237,2,14648.0,0.0,3,1,1,21157.0,12.0,0.0,0.0,1843,1
3238,0,10621.0,0.0,1,1,1,90.0,3.0,0.0,0.0,2223,0
3239,0,23224.0,0.0,1,1,1,1750.0,7.0,0.0,0.0,2322,0
3240,0,17684.0,0.0,1,1,1,93.0,1.0,0.0,0.0,2012,0
3241,3,2477.0,0.0,1,1,1,2319.0,6.0,500.0,1.0,2137,1
3242,0,44668.0,0.0,1,1,1,872.0,2.0,0.0,0.0,1557,0
3243,0,22461.0,0.0,1,1,1,150.0,1.0,150.0,1.0,2223,0
3244,3,103200.0,0.0,1,1,1,500.0,1.0,500.0,1.0,2062,1
3245,0,74007.0,0.0,2,1,1,9259.0,13.0,0.0,0.0,2181,0
3246,0,22134.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2161,0
3247,0,203218.75,0.0,1,1,1,5125.0,18.0,0.0,0.0,2150,0
3248,0,24683.0,0.0,1,1,1,600.0,2.0,0.0,0.0,2117,0
3249,4,51680.0,0.0,4,1,1,54926.0,38.0,777.5,2.5,2112,1
3250,2,8819.0,0.0,3,1,1,12472.0,15.0,0.0,0.0,1920,1
3251,1,61545.0,0.0,3,1,1,18351.0,18.0,0.0,0.0,1973,0
3252,3,124837.0,0.0,1,1,1,4400.0,7.0,777.5,2.5,2053,1
3253,0,50848.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1773,0
3254,0,19661.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2175,0
3255,3,32156.0,0.0,2,1,1,23928.0,29.0,777.5,2.5,2257,1
3256,3,123055.0,0.0,1,1,1,11564.0,5.0,777.5,2.0,2209,1
3257,3,63331.0,0.0,1,1,1,4200.0,4.0,700.0,2.0,2060,0
3258,0,9646.0,0.0,1,1,1,3445.0,11.0,0.0,0.0,2140,0
3259,0,16569.0,0.0,1,1,1,3204.0,8.0,0.0,0.0,2120,0
3260,3,194111.0,0.0,1,1,1,12350.0,30.0,777.5,2.5,1777,1
3261,4,147128.0,0.0,5,1,1,57626.25,38.0,777.5,1.0,2279,1
3262,3,59177.0,0.0,1,1,1,2300.0,6.0,700.0,2.5,1869,1
3263,2,26693.0,0.0,3,1,1,22057.0,14.0,0.0,0.0,1863,1
3264,0,2912.0,0.0,1,1,1,510.0,1.0,0.0,0.0,2132,0
3265,0,13982.0,0.0,1,1,1,500.0,1.0,0.0,0.0,2117,0
3266,0,14428.0,0.0,1,1,1,3475.0,21.0,0.0,0.0,1599,0
3267,0,21740.0,0.0,1,1,1,5625.0,11.0,0.0,0.0,2048,0
3268,0,8811.0,0.0,1,1,1,600.0,5.0,0.0,0.0,2032,0
3269,0,48256.0,0.0,2,1,1,8942.0,14.0,0.0,0.0,2121,0
3270,2,10994.0,0.0,3,1,1,10492.0,15.0,0.0,0.0,2215,1
3271,0,27320.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1725,0
3272,0,66614.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1992,0
3273,1,78105.0,0.0,2,1,1,49364.0,14.0,0.0,0.0,2070,0
3274,0,120860.0,0.0,1,1,1,2000.0,1.0,0.0,0.0,1761,0
3275,0,77382.0,0.0,1,1,1,4950.0,13.0,0.0,0.0,2256,0
3276,0,19290.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2331,0
3277,0,50987.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2259,0
3278,4,101290.0,0.0,4,1,1,33876.0,22.0,500.0,1.0,2291,1
3279,2,17377.0,0.0,1,1,1,500.0,1.0,0.0,0.0,2010,1
3280,0,11711.0,0.0,1,1,1,500.0,1.0,500.0,1.0,1922,0
3281,3,28712.0,0.0,1,1,1,1500.0,3.0,777.5,2.5,2256,1
3282,3,110839.0,0.0,1,1,1,17550.0,24.0,777.5,2.5,2272,1
3283,3,65633.0,0.0,1,1,1,3100.0,10.0,777.5,2.5,1791,0
3284,0,69106.0,0.0,1,1,1,17832.0,10.0,0.0,0.0,2007,0
3285,2,66009.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1603,1
3286,0,16843.0,0.0,1,1,1,780.0,3.0,0.0,0.0,2112,0
3287,0,27071.0,0.0,1,1,1,2125.0,10.0,0.0,0.0,2059,0
3288,3,25807.0,0.0,1,1,1,550.0,3.0,550.0,2.5,1838,0
3289,3,132871.0,0.0,1,1,1,300.0,3.0,200.0,2.0,1719,0
3290,2,24065.0,0.0,3,1,1,29586.0,9.0,0.0,0.0,1045,1
3291,3,92533.0,0.0,1,1,1,2220.0,4.0,777.5,2.5,1905,0
3292,0,14513.0,0.0,1,1,1,50.0,2.0,0.0,0.0,1710,0
3293,1,162365.0,0.0,5,1,1,57626.25,15.0,0.0,0.0,1948,0
3294,2,4834.0,0.0,2,1,1,13441.0,17.0,0.0,0.0,1851,1
3295,0,21311.0,0.0,1,1,1,2000.0,9.0,0.0,0.0,1990,0
3296,0,49804.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2157,0
3297,3,135567.0,0.0,1,1,1,3650.0,5.0,777.5,2.5,1967,0
3298,3,135374.0,0.0,3,1,1,23835.0,22.0,777.5,2.0,2294,0
3299,0,140914.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1791,0
3300,0,6789.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2237,0
3301,0,61893.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2320,0
3302,2,83082.0,0.0,1,1,1,16207.0,13.0,250.0,1.0,2003,1
3303,0,16962.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2206,0
3304,4,85955.0,0.0,4,1,1,34197.0,22.0,600.0,2.0,2046,0
3305,0,22215.0,0.0,1,1,1,2375.0,12.0,0.0,0.0,1857,0
3306,3,105898.0,0.0,1,1,1,4444.0,5.0,777.5,2.5,2332,0
3307,1,66807.0,0.0,3,1,1,23456.0,14.0,0.0,0.0,1575,0
3308,3,131366.0,0.0,1,1,1,1500.0,2.0,500.0,1.0,1999,0
3309,3,31929.0,0.0,1,1,1,3500.0,3.0,777.5,2.0,2019,1
3310,0,20540.0,0.0,1,1,1,5731.0,15.0,500.0,1.0,1970,0
3311,2,48131.0,0.0,5,1,1,57626.25,18.0,0.0,0.0,2161,1
3312,2,16346.0,0.0,1,1,1,5930.0,15.0,0.0,0.0,2108,1
3313,0,15540.0,0.0,1,1,1,209.0,3.0,104.0,1.0,1761,0
3314,2,17828.0,0.0,4,1,1,35099.0,14.0,0.0,0.0,2115,1
3315,4,203218.75,0.0,5,1,1,57626.25,27.0,150.0,2.5,2047,0
3316,3,66300.0,0.0,1,1,1,4750.0,6.0,777.5,2.5,1884,0
3317,0,28446.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1920,0
3318,1,80906.0,0.0,3,1,1,23548.0,15.0,0.0,0.0,2140,0
3319,3,12153.0,0.0,1,1,1,1050.0,9.0,777.5,2.5,2041,0
3320,2,37569.0,0.0,1,1,1,3850.0,4.0,250.0,1.0,1597,1
3321,1,98151.0,0.0,3,1,1,38812.0,11.0,500.0,1.0,1976,0
3322,3,203218.75,0.0,1,1,1,7750.0,32.0,750.0,2.5,2102,0
3323,0,19881.0,0.0,1,1,1,2472.0,15.0,0.0,0.0,2186,0
3324,2,13490.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2032,1
3325,1,46672.0,0.0,3,1,1,22404.0,22.0,0.0,0.0,2021,0
3326,4,119735.0,0.0,3,1,1,22432.0,17.0,777.5,2.0,1996,1
3327,0,18317.0,0.0,1,1,1,2375.0,12.0,0.0,0.0,2032,0
3328,0,26334.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2258,0
3329,1,143441.0,0.0,5,1,1,57626.25,27.0,0.0,0.0,2238,0
3330,0,10697.0,0.0,1,1,1,1000.0,8.0,0.0,0.0,2111,0
3331,2,14072.0,0.0,3,1,1,20700.0,16.0,0.0,0.0,1949,1
3332,3,35661.0,0.0,1,1,1,600.0,3.0,500.0,2.0,1759,1
3333,0,54697.0,0.0,1,1,1,1625.0,6.0,0.0,0.0,1809,0
3334,0,18359.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1748,0
3335,2,47764.0,0.0,2,1,1,23122.0,11.0,400.0,1.0,1872,1
3336,1,51169.0,0.0,3,1,1,13080.0,13.0,0.0,0.0,1809,0
3337,0,32099.0,0.0,3,1,1,10534.0,6.0,0.0,0.0,1929,0
3338,1,84148.0,0.0,1,1,5,57626.25,7.0,0.0,0.0,1054,0
3339,2,45137.0,0.0,1,1,1,2000.0,1.0,0.0,0.0,1319,1
3340,2,18179.0,0.0,1,1,1,5488.0,3.0,0.0,0.0,1877,1
3341,0,39566.0,0.0,2,1,1,23755.0,18.0,0.0,0.0,1763,0
3342,0,46809.0,0.0,1,1,1,125.0,1.0,0.0,0.0,1878,0
3343,1,41628.0,0.0,3,1,1,16771.0,12.0,0.0,0.0,1818,0
3344,0,20891.0,0.0,1,1,1,150.0,3.0,0.0,0.0,1920,0
3345,3,36513.0,0.0,1,1,1,825.0,3.0,725.0,2.0,1611,0
3346,1,116923.0,0.0,5,1,1,57626.25,38.0,0.0,0.0,1738,0
3347,0,7879.0,0.0,1,1,1,1815.0,5.0,0.0,0.0,1849,0
3348,0,40091.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1803,0
3349,2,45842.0,0.0,1,1,1,8253.0,15.0,128.0,1.0,1805,1
3350,0,500.0,0.0,1,1,1,0.0,0.0,0.0,0.0,396,0
3351,0,43595.0,0.0,1,1,1,4375.0,14.0,0.0,0.0,1867,0
3352,4,29291.0,0.0,4,1,1,31357.0,32.0,777.5,2.5,1391,1
3353,1,63392.0,0.0,3,1,1,20553.0,17.0,0.0,0.0,1087,0
3354,2,19578.0,0.0,2,1,1,5208.0,11.0,0.0,0.0,1632,1
3355,0,10926.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1851,0
3356,2,19839.0,0.0,4,1,1,36375.0,15.0,0.0,0.0,1535,1
3357,0,64594.0,0.0,2,1,1,9295.0,14.0,0.0,0.0,1869,0
3358,0,24580.0,0.0,1,1,1,255.0,3.0,0.0,0.0,1926,0
3359,0,20318.0,0.0,1,2,1,6990.0,13.0,0.0,0.0,1956,0
3360,0,24579.0,0.0,1,1,1,2100.0,10.0,0.0,0.0,1967,0
3361,0,71713.0,0.0,1,1,1,2135.0,4.0,0.0,0.0,1845,0
3362,3,73501.0,0.0,3,1,1,21014.0,26.0,777.5,2.5,1720,0
3363,0,61479.0,0.0,1,1,1,6050.0,4.0,50.0,1.0,1755,0
3364,0,21915.0,0.0,1,1,1,1875.0,8.0,0.0,0.0,1518,0
3365,0,16465.0,0.0,1,1,1,16165.0,5.0,0.0,0.0,1631,0
3366,2,61841.0,0.0,1,1,1,48700.0,38.0,0.0,0.0,1659,1
3367,0,23197.0,0.0,1,3,1,10587.0,13.0,150.0,1.0,1747,0
3368,0,26069.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1278,0
3369,2,5690.0,0.0,2,1,1,11612.0,15.0,0.0,0.0,1549,1
3370,0,1000.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1597,0
3371,0,14052.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1808,0
3372,0,2143.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1672,0
3373,0,18239.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1683,0
3374,0,4892.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1282,0
3375,2,34412.0,0.0,3,1,1,14734.0,13.0,0.0,0.0,1524,1
3376,0,34535.0,0.0,1,1,1,2719.0,12.0,0.0,0.0,1358,0
3377,3,23720.0,0.0,1,1,1,4000.0,3.0,500.0,1.0,1678,1
3378,0,11816.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1596,0
3379,0,11218.0,0.0,1,1,1,3850.0,14.0,0.0,0.0,1604,0
3380,0,12568.0,0.0,1,1,1,350.0,3.0,0.0,0.0,1664,0
3381,3,13188.0,0.0,1,1,1,1500.0,3.0,777.5,2.5,1955,0
3382,1,39983.0,0.0,3,1,1,39983.0,11.0,0.0,0.0,1569,0
3383,0,28526.0,0.0,1,1,1,4167.0,15.0,0.0,0.0,1360,0
3384,1,68359.0,0.0,3,1,1,15803.0,17.0,0.0,0.0,1293,0
3385,0,22048.0,0.0,1,1,1,100.0,1.0,0.0,0.0,1702,0
3386,0,1866.0,0.0,1,1,1,1128.0,8.0,0.0,0.0,1782,0
3387,0,40408.0,0.0,2,1,1,9612.0,12.0,0.0,0.0,913,0
3388,0,20642.0,0.0,1,1,1,4977.0,13.0,0.0,0.0,1614,0
3389,3,66574.0,0.0,1,1,1,2500.0,6.0,400.0,2.5,1791,0
3390,0,18656.0,0.0,1,1,1,4752.0,11.0,0.0,0.0,968,0
3391,3,57374.0,0.0,1,1,1,2100.0,5.0,777.5,2.5,1440,0
3392,0,25898.0,0.0,1,1,1,7834.0,3.0,0.0,0.0,1588,0
3393,1,42481.0,0.0,3,1,1,24617.0,16.0,0.0,0.0,678,0
3394,3,62492.0,0.0,1,1,1,3725.0,11.0,777.5,2.5,1536,0
3395,0,4431.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1582,0
3396,2,25090.0,0.0,4,1,1,25860.0,9.0,0.0,0.0,1786,1
3397,1,95728.0,0.0,5,1,1,56111.0,14.0,0.0,0.0,1372,0
3398,0,11631.0,0.0,1,1,1,3289.0,22.0,0.0,0.0,1157,0
3399,3,54039.0,0.0,1,1,1,5250.0,22.0,777.5,2.5,1709,1
3400,0,5625.0,0.0,1,1,1,2350.0,12.0,0.0,0.0,1270,0
3401,3,22966.0,0.0,1,1,1,3950.0,8.0,450.0,2.5,1443,1
3402,0,5544.0,0.0,1,1,1,350.0,3.0,0.0,0.0,1713,0
3403,3,37171.0,0.0,1,1,1,3450.0,5.0,777.5,2.5,1341,1
3404,3,40425.0,0.0,1,1,1,3300.0,8.0,777.5,2.5,1753,0
3405,2,9805.0,0.0,1,1,1,4403.0,11.0,0.0,0.0,1559,1
3406,0,29417.0,0.0,1,1,1,16011.0,3.0,0.0,0.0,1582,0
3407,0,37093.0,0.0,1,1,1,4250.0,13.0,0.0,0.0,1810,0
3408,0,21461.0,0.0,1,1,1,4010.0,26.0,0.0,0.0,1509,0
3409,0,21950.0,0.0,1,1,1,5739.0,16.0,0.0,0.0,1668,0
3410,0,14233.0,0.0,1,1,1,160.0,3.0,0.0,0.0,1687,0
3411,1,105737.0,0.0,5,1,1,57626.25,13.0,0.0,0.0,1705,0
3412,0,22551.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1794,0
3413,0,35474.0,0.0,1,1,1,15086.0,6.0,0.0,0.0,1479,0
3414,0,21854.0,0.0,1,1,1,500.0,1.0,500.0,1.0,1100,0
3415,0,50386.0,0.0,1,1,1,2750.0,8.0,0.0,0.0,1721,0
3416,0,28502.0,0.0,1,1,1,2375.0,12.0,0.0,0.0,1732,0
3417,4,203218.75,0.0,4,1,1,37766.0,28.0,777.5,2.5,890,1
3418,0,20516.0,0.0,1,1,1,3500.0,20.0,0.0,0.0,1429,0
3419,0,97391.0,0.0,1,1,1,26299.0,8.0,0.0,0.0,1607,0
3420,0,29253.0,0.0,1,1,1,7625.0,5.0,0.0,0.0,1630,0
3421,0,139982.0,0.0,1,1,1,14500.0,6.0,0.0,0.0,1430,0
3422,3,68192.0,0.0,1,1,1,1300.0,9.0,777.5,2.5,1640,0
3423,3,21615.0,0.0,1,1,1,5043.0,13.0,777.5,2.0,1069,0
3424,4,36829.0,0.0,4,1,1,42497.0,19.0,777.5,1.0,1015,1
3425,1,152178.0,0.0,4,1,1,39760.0,15.0,248.0,1.0,1073,0
3426,0,17397.0,0.0,1,1,1,1750.0,7.0,0.0,0.0,1215,0
3427,3,45006.0,0.0,1,1,1,1400.0,6.0,300.0,2.5,925,0
3428,3,4289.0,0.0,1,1,1,2350.0,4.0,750.0,2.0,1083,0
3429,4,133351.0,0.0,5,1,1,57626.25,38.0,777.5,2.5,1529,1
3430,0,42093.0,0.0,1,1,1,1831.0,4.0,0.0,0.0,1526,0
3431,1,74331.0,0.0,3,1,1,15779.0,14.0,0.0,0.0,1514,0
3432,3,120462.0,0.0,1,1,1,10500.0,9.0,750.0,2.0,1503,0
3433,0,14243.0,0.0,1,1,1,6654.0,17.0,0.0,0.0,1487,0
3434,0,6803.0,0.0,1,1,1,1644.0,11.0,0.0,0.0,1296,0
3435,0,8885.0,0.0,1,1,1,1500.0,5.0,0.0,0.0,1386,0
3436,0,38761.0,0.0,2,1,1,9015.0,12.0,0.0,0.0,1533,0
3437,0,5500.0,0.0,1,1,1,0.0,0.0,0.0,0.0,989,0
3438,1,76660.0,0.0,3,1,1,38807.0,24.0,777.5,1.0,1193,0
3439,0,30463.0,0.0,1,1,1,4619.0,9.0,0.0,0.0,1275,0
3440,0,6914.0,0.0,1,1,1,0.0,0.0,0.0,0.0,812,0
3441,0,67495.0,0.0,2,1,1,8620.0,8.0,0.0,0.0,1302,0
3442,0,15339.0,0.0,1,1,1,1375.0,4.0,0.0,0.0,628,0
3443,3,5745.0,0.0,1,1,1,400.0,4.0,400.0,2.5,1067,0
3444,1,81155.0,0.0,4,1,1,49904.0,38.0,0.0,0.0,1276,0
3445,1,45432.0,0.0,3,1,1,12833.0,15.0,0.0,0.0,1322,0
3446,0,39386.0,0.0,1,1,1,18722.0,7.0,0.0,0.0,1359,0
3447,4,69647.0,0.0,4,1,1,45175.0,20.0,777.5,2.5,854,1
3448,0,25849.0,0.0,1,1,1,0.0,0.0,0.0,0.0,996,0
3449,0,3625.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1369,0
3450,3,4057.0,0.0,1,1,1,23050.0,11.0,777.5,2.5,1135,1
3451,0,30273.0,0.0,1,1,1,1720.0,8.0,0.0,0.0,1117,0
3452,2,24750.0,0.0,1,1,1,0.0,0.0,0.0,0.0,968,1
3453,0,12471.0,0.0,1,1,1,0.0,0.0,0.0,0.0,666,0
3454,0,2000.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1479,0
3455,0,2827.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1375,0
3456,1,63121.0,0.0,3,1,1,16634.0,16.0,150.0,1.0,1349,0
3457,0,19694.0,0.0,1,1,1,2125.0,10.0,0.0,0.0,1436,0
3458,0,11571.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1116,0
3459,0,26933.0,0.0,1,1,1,750.0,6.0,0.0,0.0,1299,0
